snum,wins,victories,rounds
#480,87,14,"['#597', '#597', '#597', '#480', '#480', '#480', '#528', '#528', '#528', '#528', '#484', '#484', '#484', '#480', '#484', '#406', '#406', '#480', '#406', '#406', '#912', '#912', '#912', '#480', '#912', '#480', '#483', '#483', '#483', '#483', '#434', '#480', '#434', '#434', '#434', '#480', '#308', '#480', '#308', '#480', '#553', '#480', '#553', '#553', '#553', '#825', '#480', '#825', '#825', '#825', '#480', '#203', '#480', '#480', '#203', '#480', '#480', '#480', '#707', '#480', '#525', '#480', '#480', '#480', '#525', '#480', '#480', '#929', '#929', '#929', '#480', '#277', '#480', '#480', '#277', '#480', '#390', '#390', '#480', '#480', '#480', '#480', '#662', '#480', '#480', '#480', '#692', '#692', '#692', '#480', '#824', '#480', '#824', '#824', '#824', '#480', '#74', '#480', '#74', '#480', '#799', '#799', '#480', '#799', '#480', '#480', '#480', '#480', '#480', '#480', '#480', '#480', '#480', '#307', '#307', '#480', '#480', '#480', '#480', '#480', '#501', '#501', '#501', '#501', '#480', '#480', '#480', '#480', '#480', '#480', '#480', '#480', '#767', '#480', '#480', '#480', '#630', '#630', '#630', '#630', '#610', '#480', '#610', '#610', '#480', '#935', '#480', '#935', '#935', '#480', '#2', '#2', '#480', '#2', '#480', '#688', '#480', '#688', '#688', '#688', '#480', '#480', '#480', '#471', '#480', '#141', '#141', '#141', '#480', '#141', '#888', '#888', '#888', '#480', '#888', '#480', '#376', '#480', '#376', '#376', '#284', '#284', '#480', '#284', '#284', '#675', '#675', '#675', '#480', '#675', '#480', '#240', '#240', '#240', '#480', '#233', '#233', '#233', '#233', '#480']"
#323,92,20,"['#971', '#323', '#971', '#971', '#323', '#323', '#478', '#323', '#323', '#323', '#323', '#323', '#323', '#323', '#323', '#323', '#323', '#323', '#539', '#539', '#526', '#323', '#323', '#323', '#526', '#268', '#268', '#268', '#323', '#268', '#323', '#323', '#323', '#159', '#323', '#657', '#323', '#657', '#323', '#657', '#323', '#323', '#323', '#213', '#213', '#323', '#323', '#645', '#645', '#323', '#724', '#323', '#323', '#323', '#724', '#472', '#472', '#472', '#472', '#472', '#323', '#323', '#296', '#323', '#296', '#323', '#974', '#974', '#974', '#974', '#323', '#323', '#323', '#109', '#323', '#514', '#323', '#323', '#514', '#323', '#684', '#684', '#684', '#323', '#684', '#323', '#557', '#557', '#323', '#323', '#958', '#958', '#958', '#323', '#323', '#728', '#323', '#728', '#728', '#728', '#323', '#323', '#323', '#366', '#323', '#323', '#757', '#323', '#323', '#323', '#424', '#323', '#424', '#323', '#323', '#323', '#323', '#160', '#160', '#160', '#323', '#323', '#323', '#533', '#533', '#118', '#118', '#118', '#118', '#323', '#663', '#663', '#323', '#323', '#663', '#323', '#966', '#323', '#966', '#323', '#323', '#323', '#412', '#412', '#412', '#41', '#41', '#323', '#41', '#323', '#323', '#323', '#323', '#323', '#876', '#323', '#90', '#323', '#90', '#90', '#323', '#978', '#978', '#323', '#323', '#323', '#488', '#323', '#488', '#323', '#909', '#909', '#323', '#909', '#909', '#323', '#323', '#37', '#37', '#37']"
#565,90,20,"['#327', '#327', '#565', '#565', '#565', '#337', '#565', '#337', '#337', '#337', '#565', '#565', '#565', '#677', '#565', '#565', '#483', '#483', '#483', '#483', '#565', '#565', '#565', '#142', '#565', '#565', '#458', '#458', '#458', '#565', '#565', '#565', '#565', '#47', '#47', '#565', '#500', '#500', '#500', '#565', '#565', '#736', '#565', '#736', '#565', '#556', '#556', '#556', '#565', '#556', '#565', '#394', '#565', '#565', '#394', '#902', '#902', '#902', '#902', '#565', '#828', '#828', '#565', '#828', '#828', '#565', '#845', '#565', '#565', '#565', '#153', '#565', '#565', '#153', '#565', '#565', '#198', '#565', '#198', '#565', '#565', '#353', '#353', '#353', '#353', '#565', '#618', '#618', '#618', '#618', '#565', '#565', '#297', '#565', '#297', '#696', '#565', '#696', '#565', '#565', '#628', '#565', '#565', '#628', '#565', '#877', '#877', '#877', '#565', '#565', '#621', '#565', '#565', '#565', '#565', '#96', '#96', '#565', '#565', '#565', '#722', '#722', '#722', '#565', '#722', '#565', '#74', '#565', '#74', '#565', '#128', '#128', '#565', '#128', '#128', '#95', '#565', '#95', '#95', '#95', '#558', '#558', '#565', '#565', '#565', '#565', '#565', '#32', '#565', '#565', '#399', '#399', '#399', '#399', '#399', '#337', '#565', '#337', '#337', '#565', '#619', '#565', '#565', '#619', '#619', '#92', '#92', '#92', '#565', '#92', '#565', '#958', '#958', '#958', '#958', '#184', '#184', '#565', '#565', '#184', '#124', '#565', '#124', '#124', '#124', '#565', '#699', '#565', '#699', '#565', '#565', '#459', '#565', '#459', '#565', '#565', '#755', '#755', '#565', '#565']"
#312,88,14,"['#275', '#275', '#275', '#275', '#275', '#91', '#312', '#91', '#312', '#91', '#405', '#405', '#405', '#312', '#405', '#902', '#902', '#902', '#312', '#902', '#312', '#174', '#312', '#312', '#174', '#312', '#312', '#312', '#86', '#312', '#312', '#939', '#939', '#312', '#312', '#312', '#560', '#560', '#560', '#312', '#312', '#378', '#378', '#312', '#378', '#756', '#312', '#756', '#312', '#312', '#312', '#312', '#312', '#435', '#312', '#403', '#312', '#403', '#312', '#403', '#897', '#897', '#897', '#312', '#897', '#731', '#731', '#731', '#731', '#312', '#504', '#312', '#504', '#312', '#504', '#312', '#312', '#975', '#312', '#312', '#459', '#459', '#459', '#312', '#312', '#281', '#281', '#281', '#312', '#312', '#312', '#312', '#467', '#312', '#467', '#312', '#31', '#31', '#312', '#31', '#268', '#268', '#268', '#312', '#268', '#995', '#312', '#995', '#995', '#995', '#714', '#312', '#714', '#714', '#714', '#233', '#312', '#233', '#312', '#312', '#964', '#312', '#964', '#312', '#964', '#312', '#328', '#328', '#312', '#312', '#165', '#165', '#312', '#165', '#312', '#312', '#719', '#719', '#312', '#312', '#462', '#462', '#462', '#312', '#312', '#484', '#484', '#484', '#312', '#312', '#312', '#538', '#312', '#312', '#538', '#312', '#159', '#159', '#312', '#312', '#279', '#312', '#279', '#312', '#312', '#312', '#453', '#453', '#312', '#453', '#978', '#978', '#978', '#312', '#312', '#606', '#606', '#312', '#312', '#606', '#853', '#853', '#853', '#312', '#853', '#312', '#345', '#345', '#312', '#345', '#403', '#312', '#403', '#403', '#403', '#299', '#312', '#299', '#312', '#312', '#312', '#888', '#888', '#312', '#888']"
#493,90,14,"['#493', '#493', '#573', '#493', '#573', '#148', '#493', '#493', '#493', '#148', '#527', '#493', '#493', '#527', '#527', '#692', '#493', '#692', '#692', '#692', '#493', '#493', '#105', '#105', '#105', '#493', '#493', '#73', '#493', '#493', '#493', '#493', '#493', '#81', '#81', '#493', '#493', '#493', '#824', '#493', '#994', '#493', '#994', '#493', '#994', '#311', '#493', '#493', '#311', '#311', '#517', '#493', '#517', '#517', '#517', '#493', '#4', '#4', '#493', '#4', '#274', '#274', '#274', '#493', '#493', '#309', '#493', '#493', '#309', '#309', '#493', '#493', '#493', '#493', '#493', '#408', '#493', '#408', '#408', '#493', '#331', '#493', '#493', '#331', '#331', '#757', '#757', '#757', '#493', '#757', '#116', '#116', '#116', '#116', '#116', '#731', '#493', '#731', '#493', '#493', '#683', '#493', '#683', '#683', '#493', '#493', '#856', '#493', '#856', '#856', '#856', '#856', '#493', '#856', '#856', '#493', '#493', '#548', '#548', '#493', '#493', '#493', '#493', '#310', '#310', '#156', '#493', '#156', '#493', '#156', '#493', '#564', '#564', '#493', '#564', '#292', '#292', '#292', '#493', '#493', '#80', '#493', '#80', '#493', '#80', '#1', '#493', '#493', '#493', '#1', '#827', '#827', '#493', '#827', '#827', '#493', '#493', '#324', '#493', '#324', '#493', '#493', '#493', '#846', '#846', '#233', '#233', '#233', '#233', '#233', '#301', '#301', '#301', '#493', '#493', '#722', '#493', '#493', '#493', '#722', '#788', '#493', '#493', '#788', '#788', '#493', '#493', '#898', '#898', '#898', '#244', '#493', '#244', '#244', '#244', '#493', '#362', '#362', '#493', '#493', '#16', '#493', '#16', '#16', '#493']"
#937,73,13,"['#937', '#937', '#937', '#527', '#527', '#979', '#937', '#937', '#937', '#979', '#795', '#937', '#937', '#937', '#795', '#909', '#909', '#937', '#909', '#909', '#937', '#595', '#937', '#595', '#937', '#937', '#937', '#937', '#937', '#937', '#83', '#83', '#83', '#937', '#83', '#937', '#937', '#937', '#526', '#937', '#937', '#211', '#937', '#211', '#211', '#937', '#757', '#757', '#757', '#757', '#766', '#766', '#937', '#766', '#766', '#937', '#170', '#937', '#170', '#170', '#937', '#53', '#937', '#53', '#53', '#937', '#90', '#90', '#90', '#90', '#937', '#937', '#937', '#535', '#937', '#937', '#351', '#937', '#351', '#351', '#937', '#937', '#45', '#937', '#937', '#937', '#124', '#124', '#124', '#937', '#662', '#662', '#937', '#937', '#662', '#741', '#741', '#937', '#937', '#741', '#937', '#937', '#937', '#937', '#760', '#548', '#548', '#937', '#937', '#548', '#937', '#937', '#937', '#779', '#779', '#652', '#652', '#652', '#652', '#652', '#937', '#177', '#177', '#937', '#177', '#696', '#696', '#937', '#696', '#696', '#937', '#937', '#937', '#114', '#114', '#937', '#363', '#937', '#937', '#363', '#383', '#383', '#937', '#383', '#383', '#5', '#5', '#937', '#5', '#937', '#937', '#937', '#937', '#595', '#937']"
#7,87,16,"['#647', '#647', '#647', '#647', '#647', '#7', '#7', '#202', '#7', '#7', '#7', '#7', '#7', '#597', '#7', '#14', '#7', '#7', '#7', '#7', '#876', '#7', '#7', '#876', '#7', '#7', '#7', '#757', '#757', '#757', '#682', '#7', '#682', '#682', '#682', '#131', '#131', '#131', '#131', '#131', '#150', '#7', '#150', '#150', '#7', '#7', '#544', '#544', '#7', '#544', '#7', '#7', '#7', '#65', '#65', '#180', '#180', '#7', '#7', '#180', '#7', '#7', '#7', '#7', '#609', '#571', '#7', '#571', '#7', '#571', '#7', '#7', '#7', '#941', '#7', '#7', '#7', '#7', '#7', '#420', '#724', '#7', '#724', '#724', '#724', '#7', '#7', '#179', '#179', '#179', '#7', '#7', '#712', '#7', '#712', '#7', '#7', '#99', '#7', '#99', '#7', '#7', '#7', '#74', '#7', '#449', '#7', '#449', '#449', '#449', '#915', '#7', '#915', '#7', '#915', '#660', '#7', '#660', '#660', '#660', '#7', '#93', '#93', '#93', '#93', '#7', '#7', '#7', '#754', '#7', '#7', '#7', '#7', '#7', '#222', '#7', '#7', '#7', '#7', '#7', '#7', '#861', '#7', '#861', '#861', '#14', '#7', '#14', '#7', '#7', '#329', '#7', '#329', '#7', '#329', '#906', '#7', '#906', '#7', '#906', '#779', '#7', '#7', '#7', '#7', '#7', '#7', '#252', '#252', '#252']"
#611,73,9,"['#71', '#71', '#71', '#71', '#71', '#611', '#159', '#159', '#611', '#611', '#207', '#207', '#207', '#611', '#611', '#168', '#611', '#168', '#168', '#611', '#51', '#611', '#611', '#51', '#51', '#89', '#89', '#89', '#611', '#89', '#956', '#956', '#956', '#956', '#611', '#611', '#342', '#342', '#342', '#611', '#900', '#900', '#900', '#611', '#900', '#953', '#953', '#953', '#953', '#611', '#611', '#239', '#239', '#239', '#239', '#611', '#920', '#920', '#611', '#920', '#611', '#315', '#611', '#611', '#315', '#611', '#365', '#365', '#611', '#365', '#611', '#611', '#447', '#611', '#611', '#250', '#611', '#250', '#611', '#250', '#309', '#611', '#309', '#611', '#309', '#611', '#238', '#238', '#611', '#611', '#991', '#991', '#991', '#991', '#991', '#611', '#611', '#287', '#287', '#287', '#200', '#200', '#611', '#200', '#611', '#669', '#611', '#669', '#669', '#669', '#830', '#611', '#830', '#611', '#830', '#611', '#611', '#629', '#629', '#611', '#611', '#114', '#114', '#611', '#114', '#611', '#936', '#611', '#936', '#611', '#611', '#883', '#611', '#883', '#611', '#611', '#805', '#805', '#805', '#611', '#611', '#421', '#611', '#421', '#421', '#520', '#520', '#520', '#520', '#611', '#155', '#155', '#611', '#611', '#611', '#141', '#611', '#141', '#141', '#141', '#611', '#611', '#611', '#136', '#136', '#488', '#488', '#611', '#488', '#488', '#278', '#278', '#278', '#278', '#278', '#637', '#611', '#637', '#611', '#637', '#859', '#611', '#611', '#859', '#859', '#208', '#611', '#611', '#208', '#208', '#611', '#966', '#611', '#966', '#966']"
#705,99,23,"['#819', '#705', '#705', '#819', '#819', '#705', '#705', '#544', '#544', '#705', '#705', '#705', '#71', '#705', '#705', '#705', '#705', '#940', '#940', '#940', '#705', '#705', '#16', '#16', '#705', '#41', '#41', '#705', '#705', '#705', '#705', '#705', '#5', '#5', '#705', '#999', '#705', '#999', '#999', '#999', '#448', '#705', '#448', '#448', '#448', '#492', '#705', '#492', '#492', '#492', '#705', '#925', '#705', '#925', '#705', '#705', '#391', '#391', '#391', '#391', '#705', '#951', '#951', '#951', '#705', '#333', '#705', '#333', '#333', '#705', '#705', '#705', '#705', '#705', '#705', '#705', '#705', '#705', '#475', '#475', '#146', '#705', '#146', '#705', '#705', '#705', '#705', '#705', '#705', '#705', '#705', '#705', '#913', '#913', '#705', '#705', '#705', '#929', '#705', '#705', '#705', '#916', '#705', '#916', '#705', '#665', '#705', '#665', '#705', '#705', '#409', '#705', '#705', '#409', '#705', '#705', '#705', '#705', '#66', '#705', '#705', '#705', '#3', '#3', '#705', '#705', '#705', '#320', '#320', '#320', '#705', '#705', '#352', '#705', '#705', '#705', '#705', '#330', '#330', '#705', '#705', '#113', '#113', '#113', '#705', '#310', '#705', '#705', '#310', '#310', '#705', '#705', '#705', '#575', '#705', '#918', '#918', '#918', '#705', '#705', '#705', '#705', '#705', '#769', '#705', '#705', '#705', '#802', '#802', '#705', '#245', '#705', '#245', '#705', '#705']"
#621,85,11,"['#621', '#695', '#695', '#621', '#695', '#621', '#691', '#621', '#621', '#691', '#3', '#621', '#3', '#3', '#3', '#621', '#621', '#935', '#621', '#621', '#892', '#892', '#892', '#892', '#892', '#621', '#621', '#621', '#621', '#621', '#621', '#96', '#96', '#96', '#621', '#621', '#621', '#621', '#621', '#930', '#621', '#621', '#707', '#707', '#621', '#621', '#621', '#621', '#621', '#703', '#969', '#621', '#969', '#621', '#969', '#13', '#13', '#621', '#621', '#13', '#659', '#659', '#621', '#659', '#659', '#621', '#621', '#61', '#621', '#621', '#19', '#19', '#19', '#19', '#621', '#37', '#621', '#37', '#37', '#621', '#621', '#95', '#95', '#95', '#95', '#721', '#721', '#721', '#621', '#721', '#944', '#944', '#944', '#944', '#944', '#203', '#203', '#203', '#203', '#621', '#621', '#565', '#565', '#565', '#565', '#552', '#552', '#552', '#552', '#621', '#621', '#356', '#356', '#356', '#621', '#234', '#234', '#234', '#234', '#621', '#138', '#138', '#138', '#621', '#138', '#203', '#621', '#203', '#203', '#203', '#621', '#700', '#621', '#621', '#621', '#239', '#621', '#239', '#621', '#239', '#621', '#817', '#621', '#817', '#817', '#811', '#621', '#811', '#621', '#811', '#621', '#621', '#641', '#641', '#641', '#451', '#451', '#451', '#451', '#621', '#805', '#805', '#621', '#621', '#805', '#529', '#529', '#529', '#529', '#529', '#400', '#400', '#400', '#400', '#400', '#796', '#621', '#796', '#621', '#621', '#820', '#621', '#820', '#820', '#820', '#776', '#621', '#776', '#621', '#621', '#539', '#621', '#621', '#539', '#539', '#114', '#621', '#114', '#621', '#114', '#914', '#914', '#914', '#621', '#621', '#621', '#621', '#347', '#347', '#621', '#621', '#621', '#348', '#348', '#348', '#621', '#621', '#963', '#963', '#963', '#186', '#186', '#186', '#186', '#186']"
#192,81,20,"['#192', '#192', '#750', '#192', '#192', '#192', '#192', '#192', '#192', '#192', '#180', '#192', '#180', '#180', '#192', '#192', '#192', '#192', '#192', '#192', '#192', '#192', '#919', '#919', '#919', '#726', '#192', '#726', '#192', '#192', '#192', '#192', '#933', '#192', '#933', '#192', '#192', '#1', '#1', '#192', '#192', '#192', '#192', '#455', '#192', '#192', '#192', '#170', '#170', '#192', '#192', '#192', '#192', '#918', '#192', '#192', '#192', '#192', '#192', '#516', '#618', '#192', '#192', '#192', '#618', '#192', '#192', '#192', '#810', '#192', '#192', '#192', '#192', '#192', '#192', '#192', '#192', '#895', '#895', '#192', '#192', '#192', '#923', '#192', '#192', '#192', '#252', '#192', '#252', '#192', '#790', '#192', '#192', '#192', '#192', '#192', '#192', '#772', '#772', '#192', '#192', '#39', '#39', '#39', '#192', '#590', '#192', '#590', '#590', '#590', '#192', '#192', '#192', '#192', '#8', '#985', '#985', '#985', '#985', '#985', '#192', '#192', '#144', '#144', '#192']"
#239,114,26,"['#239', '#239', '#239', '#789', '#239', '#438', '#239', '#438', '#438', '#438', '#239', '#239', '#239', '#239', '#533', '#481', '#239', '#481', '#481', '#481', '#948', '#239', '#948', '#239', '#948', '#751', '#239', '#239', '#239', '#751', '#239', '#239', '#908', '#239', '#908', '#239', '#677', '#239', '#239', '#239', '#109', '#239', '#109', '#239', '#239', '#759', '#239', '#239', '#759', '#759', '#611', '#239', '#239', '#239', '#239', '#8', '#239', '#239', '#239', '#8', '#860', '#239', '#860', '#239', '#239', '#3', '#3', '#239', '#3', '#239', '#243', '#243', '#239', '#239', '#243', '#239', '#239', '#239', '#877', '#877', '#239', '#601', '#601', '#601', '#239', '#239', '#802', '#802', '#802', '#802', '#239', '#239', '#239', '#239', '#304', '#239', '#239', '#931', '#239', '#239', '#293', '#239', '#293', '#293', '#293', '#239', '#239', '#239', '#520', '#520', '#239', '#20', '#239', '#239', '#20', '#817', '#239', '#239', '#817', '#817', '#239', '#239', '#239', '#239', '#700', '#239', '#239', '#239', '#239', '#449', '#239', '#621', '#239', '#621', '#239', '#239', '#239', '#239', '#239', '#169', '#239', '#239', '#239', '#239', '#239', '#239', '#27', '#239', '#239', '#27', '#239', '#201', '#239', '#201', '#239', '#239', '#239', '#239', '#12', '#239', '#239', '#239', '#674', '#674', '#674', '#158', '#239', '#158', '#158', '#158', '#239', '#239', '#548', '#548', '#548', '#239', '#239', '#708', '#708', '#239', '#783', '#239', '#783', '#239', '#783', '#239', '#239', '#610', '#610', '#239', '#656', '#239', '#239', '#656', '#239', '#711', '#239', '#239', '#239', '#239']"
#629,73,12,"['#629', '#629', '#845', '#629', '#629', '#664', '#664', '#629', '#629', '#629', '#454', '#454', '#454', '#454', '#629', '#629', '#82', '#629', '#82', '#629', '#739', '#629', '#629', '#739', '#739', '#629', '#499', '#629', '#499', '#629', '#629', '#629', '#629', '#290', '#629', '#208', '#629', '#208', '#208', '#629', '#682', '#682', '#682', '#682', '#682', '#633', '#633', '#629', '#633', '#633', '#629', '#949', '#629', '#629', '#949', '#439', '#629', '#439', '#629', '#439', '#71', '#71', '#71', '#629', '#629', '#611', '#611', '#629', '#629', '#611', '#711', '#629', '#711', '#629', '#711', '#563', '#563', '#563', '#629', '#563', '#629', '#629', '#166', '#629', '#166', '#339', '#629', '#339', '#339', '#339', '#771', '#629', '#771', '#771', '#771', '#438', '#629', '#438', '#629', '#438', '#579', '#579', '#579', '#629', '#629', '#155', '#155', '#155', '#155', '#629', '#455', '#629', '#629', '#629', '#455', '#629', '#471', '#629', '#471', '#629', '#7', '#7', '#7', '#7', '#7', '#445', '#445', '#629', '#445', '#445', '#687', '#629', '#629', '#629', '#629', '#629', '#629', '#912', '#629', '#912', '#629', '#918', '#918', '#918', '#629', '#881', '#629', '#629', '#881', '#881', '#562', '#562', '#562', '#629', '#629', '#155', '#155', '#155', '#155', '#629', '#629', '#496', '#496', '#629', '#496', '#629', '#682', '#629', '#682', '#682', '#629', '#629', '#432', '#629', '#432']"
