snum,wins,victories,rounds
#695,81,14,"['#695', '#477', '#477', '#695', '#695', '#646', '#646', '#646', '#646', '#695', '#69', '#69', '#695', '#695', '#69', '#319', '#319', '#695', '#695', '#319', '#731', '#731', '#695', '#731', '#695', '#621', '#695', '#695', '#621', '#695', '#695', '#720', '#720', '#720', '#695', '#760', '#760', '#760', '#760', '#695', '#695', '#695', '#236', '#695', '#695', '#695', '#135', '#135', '#135', '#135', '#19', '#19', '#695', '#695', '#695', '#848', '#695', '#848', '#695', '#695', '#695', '#695', '#896', '#896', '#896', '#909', '#909', '#909', '#909', '#909', '#146', '#695', '#146', '#146', '#695', '#695', '#695', '#695', '#236', '#236', '#695', '#284', '#284', '#695', '#695', '#695', '#695', '#695', '#591', '#695', '#695', '#695', '#698', '#698', '#695', '#432', '#432', '#432', '#695', '#695', '#693', '#693', '#693', '#693', '#695', '#623', '#623', '#695', '#695', '#623', '#164', '#164', '#164', '#695', '#695', '#969', '#969', '#969', '#969', '#969', '#943', '#943', '#695', '#943', '#695', '#548', '#548', '#548', '#695', '#548', '#695', '#946', '#695', '#695', '#695', '#695', '#474', '#474', '#695', '#474', '#100', '#100', '#695', '#100', '#695', '#926', '#695', '#926', '#695', '#695', '#550', '#695', '#550', '#695', '#695', '#695', '#695', '#375', '#695', '#695', '#695', '#640', '#695', '#695', '#695', '#695', '#217', '#217', '#695', '#217', '#824', '#695', '#824', '#824', '#695', '#695', '#670', '#670', '#670', '#670']"
#477,133,26,"['#695', '#477', '#477', '#695', '#695', '#477', '#78', '#477', '#78', '#78', '#356', '#356', '#477', '#356', '#356', '#477', '#477', '#477', '#477', '#872', '#182', '#182', '#477', '#182', '#477', '#282', '#282', '#477', '#477', '#282', '#994', '#994', '#477', '#994', '#994', '#477', '#963', '#963', '#963', '#963', '#477', '#477', '#48', '#477', '#477', '#477', '#537', '#477', '#477', '#537', '#686', '#477', '#477', '#477', '#686', '#477', '#790', '#477', '#790', '#477', '#477', '#477', '#477', '#477', '#847', '#546', '#477', '#477', '#477', '#477', '#370', '#477', '#477', '#477', '#477', '#798', '#798', '#477', '#798', '#477', '#585', '#477', '#477', '#585', '#585', '#942', '#942', '#477', '#477', '#477', '#477', '#477', '#477', '#592', '#592', '#477', '#386', '#477', '#386', '#386', '#477', '#101', '#477', '#477', '#477', '#477', '#397', '#477', '#477', '#477', '#477', '#889', '#477', '#889', '#889', '#675', '#675', '#477', '#675', '#675', '#477', '#477', '#477', '#477', '#209', '#477', '#102', '#477', '#102', '#477', '#477', '#870', '#477', '#870', '#477', '#798', '#798', '#798', '#477', '#477', '#778', '#778', '#477', '#778', '#477', '#477', '#694', '#477', '#477', '#694', '#477', '#477', '#477', '#477', '#473', '#546', '#546', '#477', '#477', '#546', '#654', '#654', '#654', '#477', '#654', '#477', '#164', '#477', '#477', '#477', '#562', '#477', '#477', '#562', '#562', '#951', '#477', '#951', '#951', '#951', '#816', '#816', '#477', '#477', '#816', '#260', '#260', '#477', '#260', '#260', '#631', '#477', '#477', '#631', '#477', '#477', '#477', '#477', '#534', '#477', '#92', '#477', '#477', '#92', '#92', '#477', '#477', '#536', '#477', '#477', '#477', '#512', '#477', '#512', '#512', '#477', '#472', '#477', '#472', '#472', '#477', '#477', '#477', '#500', '#477', '#477', '#477', '#477', '#477', '#806', '#922', '#922', '#477', '#477', '#922', '#477', '#477', '#477', '#419', '#419', '#107', '#477', '#477', '#477', '#107', '#477', '#485', '#477', '#485', '#477']"
#172,80,17,"['#172', '#172', '#917', '#917', '#917', '#172', '#172', '#403', '#403', '#403', '#853', '#853', '#172', '#853', '#853', '#249', '#172', '#172', '#249', '#172', '#386', '#386', '#386', '#386', '#172', '#761', '#172', '#761', '#761', '#761', '#4', '#4', '#4', '#172', '#172', '#172', '#172', '#172', '#354', '#354', '#172', '#172', '#437', '#172', '#172', '#60', '#60', '#172', '#172', '#60', '#98', '#172', '#172', '#98', '#98', '#172', '#172', '#172', '#527', '#527', '#172', '#392', '#172', '#172', '#392', '#172', '#155', '#172', '#172', '#155', '#155', '#155', '#172', '#155', '#172', '#501', '#172', '#172', '#172', '#501', '#172', '#172', '#286', '#286', '#172', '#696', '#172', '#696', '#696', '#696', '#172', '#395', '#395', '#172', '#172', '#172', '#172', '#670', '#172', '#670', '#172', '#210', '#172', '#172', '#210', '#172', '#385', '#172', '#385', '#172', '#273', '#172', '#172', '#273', '#273', '#172', '#172', '#172', '#172', '#579', '#771', '#172', '#771', '#771', '#172', '#172', '#172', '#827', '#172', '#827', '#580', '#580', '#580', '#172', '#580', '#172', '#172', '#784', '#172', '#784', '#172', '#410', '#172', '#410', '#172', '#172', '#910', '#910', '#172', '#910', '#172', '#172', '#785', '#785', '#785', '#963', '#963', '#963', '#963', '#963', '#961', '#172', '#172', '#961', '#172', '#971', '#971', '#971', '#971', '#172', '#410', '#410', '#410', '#410', '#172']"
#917,110,24,"['#172', '#172', '#917', '#917', '#917', '#917', '#140', '#917', '#140', '#917', '#917', '#187', '#917', '#917', '#187', '#917', '#469', '#469', '#917', '#469', '#517', '#517', '#917', '#517', '#517', '#917', '#43', '#917', '#43', '#43', '#391', '#391', '#917', '#391', '#391', '#917', '#917', '#917', '#833', '#917', '#917', '#917', '#917', '#917', '#243', '#336', '#336', '#917', '#336', '#917', '#187', '#917', '#917', '#917', '#917', '#917', '#917', '#917', '#913', '#917', '#388', '#388', '#917', '#917', '#917', '#917', '#917', '#917', '#917', '#917', '#458', '#458', '#917', '#458', '#458', '#429', '#429', '#429', '#429', '#429', '#244', '#244', '#244', '#244', '#917', '#917', '#917', '#917', '#824', '#917', '#293', '#293', '#917', '#917', '#293', '#917', '#886', '#917', '#917', '#917', '#917', '#796', '#796', '#796', '#917', '#619', '#619', '#917', '#619', '#917', '#917', '#917', '#917', '#917', '#917', '#114', '#114', '#917', '#917', '#114', '#928', '#928', '#928', '#928', '#928', '#917', '#882', '#917', '#917', '#882', '#166', '#917', '#917', '#166', '#917', '#801', '#917', '#801', '#801', '#801', '#655', '#655', '#917', '#917', '#655', '#447', '#917', '#917', '#917', '#917', '#917', '#843', '#917', '#917', '#917', '#486', '#486', '#486', '#917', '#486', '#917', '#926', '#917', '#917', '#917', '#917', '#989', '#917', '#989', '#917', '#324', '#917', '#917', '#917', '#324', '#917', '#917', '#701', '#917', '#701', '#82', '#917', '#917', '#82', '#917', '#390', '#390', '#917', '#917', '#917', '#851', '#851', '#917', '#851', '#917', '#917', '#787', '#917', '#917', '#787', '#917', '#57', '#917', '#917', '#917']"
#646,100,20,"['#646', '#646', '#646', '#304', '#304', '#646', '#646', '#646', '#646', '#695', '#646', '#646', '#945', '#646', '#646', '#646', '#646', '#646', '#464', '#464', '#994', '#646', '#646', '#646', '#646', '#650', '#646', '#646', '#646', '#646', '#646', '#646', '#646', '#93', '#646', '#646', '#646', '#94', '#94', '#94', '#647', '#647', '#646', '#647', '#647', '#646', '#516', '#646', '#516', '#516', '#537', '#537', '#646', '#537', '#646', '#188', '#188', '#646', '#188', '#188', '#646', '#514', '#514', '#646', '#514', '#68', '#646', '#646', '#68', '#646', '#646', '#646', '#646', '#646', '#393', '#646', '#646', '#283', '#283', '#283', '#915', '#646', '#915', '#915', '#646', '#298', '#298', '#646', '#298', '#298', '#646', '#9', '#9', '#646', '#9', '#646', '#90', '#646', '#646', '#90', '#646', '#620', '#620', '#646', '#646', '#952', '#646', '#646', '#646', '#646', '#912', '#912', '#646', '#646', '#912', '#646', '#615', '#615', '#646', '#646', '#826', '#826', '#646', '#826', '#826', '#796', '#796', '#646', '#646', '#796', '#52', '#646', '#646', '#52', '#52', '#561', '#646', '#646', '#561', '#561', '#665', '#665', '#665', '#665', '#665', '#256', '#256', '#646', '#256', '#256', '#646', '#646', '#573', '#573', '#646', '#646', '#984', '#646', '#646', '#646', '#646', '#646', '#646', '#680', '#680', '#646', '#646', '#273', '#273', '#273', '#646', '#646', '#646', '#275', '#275', '#646', '#790', '#646', '#646', '#646', '#646', '#646', '#646', '#766', '#766', '#85', '#85', '#85', '#85', '#85', '#646', '#646', '#646', '#435', '#435', '#379', '#646', '#646', '#379', '#379']"
#304,82,14,"['#646', '#646', '#646', '#304', '#304', '#373', '#373', '#373', '#304', '#304', '#475', '#475', '#475', '#475', '#304', '#304', '#190', '#190', '#190', '#304', '#963', '#963', '#304', '#963', '#963', '#304', '#304', '#304', '#657', '#657', '#104', '#304', '#104', '#304', '#304', '#816', '#304', '#304', '#816', '#304', '#304', '#304', '#226', '#226', '#226', '#304', '#304', '#787', '#787', '#787', '#934', '#934', '#304', '#304', '#934', '#304', '#304', '#600', '#304', '#304', '#101', '#304', '#304', '#304', '#304', '#304', '#637', '#637', '#637', '#637', '#314', '#314', '#314', '#314', '#304', '#304', '#944', '#944', '#944', '#304', '#304', '#304', '#890', '#890', '#304', '#304', '#62', '#304', '#304', '#304', '#239', '#239', '#239', '#239', '#304', '#304', '#304', '#120', '#120', '#304', '#304', '#950', '#950', '#304', '#950', '#938', '#938', '#938', '#938', '#938', '#304', '#429', '#304', '#429', '#304', '#304', '#861', '#861', '#861', '#304', '#710', '#710', '#710', '#304', '#304', '#310', '#304', '#310', '#310', '#310', '#304', '#931', '#931', '#931', '#304', '#304', '#304', '#84', '#84', '#304', '#304', '#304', '#398', '#398', '#304', '#304', '#88', '#88', '#304', '#304', '#212', '#212', '#212', '#212', '#304', '#577', '#304', '#577', '#577', '#304', '#372', '#372', '#304', '#304', '#372', '#784', '#304', '#304', '#304', '#304', '#304', '#304', '#394', '#304', '#304', '#304', '#66', '#66', '#66', '#304']"
#781,96,17,"['#781', '#825', '#781', '#825', '#825', '#781', '#261', '#261', '#261', '#781', '#856', '#856', '#856', '#781', '#781', '#906', '#906', '#906', '#906', '#906', '#30', '#781', '#781', '#30', '#30', '#781', '#359', '#781', '#359', '#781', '#781', '#816', '#816', '#781', '#816', '#994', '#781', '#781', '#994', '#781', '#781', '#396', '#781', '#396', '#396', '#781', '#717', '#717', '#717', '#717', '#781', '#961', '#781', '#961', '#781', '#844', '#781', '#844', '#781', '#781', '#783', '#783', '#783', '#783', '#781', '#781', '#867', '#867', '#781', '#781', '#781', '#781', '#781', '#781', '#67', '#781', '#924', '#924', '#781', '#924', '#781', '#365', '#365', '#365', '#365', '#291', '#291', '#781', '#781', '#291', '#724', '#724', '#781', '#781', '#724', '#711', '#711', '#781', '#781', '#781', '#18', '#18', '#781', '#18', '#18', '#538', '#538', '#781', '#538', '#538', '#534', '#534', '#534', '#781', '#781', '#256', '#256', '#781', '#256', '#781', '#781', '#446', '#781', '#446', '#446', '#812', '#812', '#781', '#812', '#812', '#781', '#248', '#781', '#248', '#781', '#781', '#781', '#313', '#781', '#313', '#261', '#261', '#781', '#261', '#261', '#781', '#781', '#781', '#261', '#261', '#781', '#781', '#945', '#945', '#781', '#675', '#675', '#781', '#781', '#675', '#781', '#170', '#781', '#170', '#170', '#41', '#41', '#781', '#781', '#41', '#781', '#781', '#781', '#602', '#602', '#781', '#781', '#339', '#339', '#339', '#500', '#500', '#781', '#500', '#500', '#781', '#913', '#781', '#781', '#781', '#781', '#199', '#781', '#781', '#199', '#200', '#200', '#781', '#781', '#200', '#781', '#838', '#838', '#781', '#781', '#781', '#328', '#781', '#328', '#781', '#781', '#781', '#451', '#781', '#781', '#133', '#133', '#133', '#133', '#133']"
#416,81,16,"['#416', '#416', '#952', '#416', '#952', '#416', '#416', '#416', '#825', '#416', '#15', '#15', '#416', '#15', '#416', '#416', '#416', '#492', '#492', '#492', '#171', '#416', '#416', '#416', '#171', '#8', '#416', '#416', '#8', '#8', '#909', '#909', '#416', '#909', '#909', '#977', '#416', '#977', '#977', '#977', '#416', '#382', '#382', '#382', '#382', '#416', '#72', '#72', '#416', '#416', '#906', '#906', '#906', '#416', '#906', '#416', '#416', '#671', '#671', '#416', '#416', '#416', '#534', '#534', '#534', '#247', '#247', '#247', '#247', '#247', '#416', '#416', '#416', '#509', '#509', '#747', '#416', '#747', '#416', '#747', '#11', '#416', '#416', '#416', '#11', '#361', '#416', '#416', '#416', '#361', '#496', '#416', '#416', '#496', '#416', '#560', '#560', '#560', '#560', '#416', '#416', '#338', '#416', '#338', '#338', '#416', '#416', '#416', '#728', '#728', '#416', '#416', '#416', '#584', '#416', '#656', '#416', '#416', '#656', '#656', '#416', '#416', '#416', '#179', '#179', '#416', '#416', '#67', '#416', '#416', '#807', '#416', '#416', '#416', '#807', '#416', '#416', '#122', '#122', '#122', '#195', '#195', '#416', '#416', '#416', '#267', '#416', '#416', '#267', '#267', '#416', '#416', '#416', '#416', '#416', '#706', '#706', '#706', '#416', '#416', '#856', '#856', '#416', '#856', '#416', '#135', '#416', '#135', '#135', '#135']"
#316,81,10,"['#316', '#427', '#316', '#427', '#427', '#692', '#316', '#692', '#316', '#692', '#316', '#843', '#316', '#843', '#316', '#530', '#530', '#530', '#530', '#316', '#469', '#469', '#316', '#316', '#469', '#581', '#581', '#581', '#316', '#316', '#449', '#449', '#449', '#316', '#449', '#148', '#316', '#316', '#316', '#316', '#316', '#316', '#476', '#476', '#476', '#421', '#421', '#316', '#421', '#421', '#770', '#770', '#770', '#770', '#770', '#316', '#494', '#316', '#316', '#316', '#330', '#316', '#316', '#330', '#316', '#316', '#689', '#316', '#689', '#689', '#316', '#23', '#23', '#23', '#23', '#711', '#711', '#711', '#316', '#711', '#316', '#316', '#915', '#915', '#915', '#920', '#920', '#316', '#316', '#920', '#316', '#552', '#552', '#552', '#552', '#316', '#649', '#316', '#316', '#316', '#919', '#316', '#316', '#919', '#316', '#924', '#924', '#924', '#924', '#316', '#241', '#241', '#241', '#241', '#241', '#656', '#316', '#316', '#656', '#316', '#645', '#645', '#645', '#316', '#316', '#82', '#82', '#316', '#316', '#82', '#53', '#53', '#53', '#316', '#53', '#340', '#340', '#340', '#316', '#340', '#316', '#69', '#69', '#316', '#69', '#316', '#316', '#107', '#107', '#107', '#316', '#316', '#88', '#316', '#88', '#654', '#654', '#316', '#316', '#316', '#952', '#316', '#952', '#316', '#952', '#316', '#738', '#316', '#738', '#738', '#316', '#803', '#803', '#803', '#316', '#385', '#316', '#385', '#385', '#316', '#316', '#316', '#316', '#316', '#316', '#316', '#324', '#324', '#324', '#316', '#316', '#256', '#316', '#256', '#256', '#232', '#232', '#232', '#316', '#232']"
#419,107,18,"['#419', '#322', '#322', '#322', '#322', '#419', '#935', '#935', '#419', '#419', '#627', '#627', '#627', '#627', '#419', '#419', '#935', '#935', '#419', '#935', '#419', '#659', '#419', '#659', '#419', '#969', '#969', '#969', '#419', '#419', '#958', '#958', '#958', '#419', '#419', '#419', '#958', '#958', '#958', '#419', '#318', '#318', '#419', '#419', '#318', '#815', '#815', '#419', '#815', '#419', '#458', '#419', '#419', '#458', '#419', '#419', '#409', '#419', '#409', '#419', '#419', '#322', '#419', '#322', '#322', '#419', '#112', '#419', '#419', '#419', '#419', '#876', '#419', '#876', '#876', '#889', '#889', '#889', '#889', '#889', '#879', '#419', '#419', '#879', '#879', '#419', '#753', '#419', '#419', '#753', '#835', '#835', '#835', '#419', '#419', '#419', '#122', '#122', '#122', '#419', '#419', '#419', '#379', '#379', '#379', '#957', '#957', '#957', '#419', '#419', '#419', '#799', '#419', '#799', '#799', '#868', '#868', '#868', '#868', '#419', '#419', '#356', '#356', '#419', '#419', '#77', '#419', '#419', '#77', '#419', '#263', '#419', '#263', '#263', '#419', '#330', '#419', '#419', '#330', '#419', '#330', '#330', '#419', '#330', '#419', '#419', '#558', '#558', '#419', '#558', '#419', '#760', '#760', '#419', '#419', '#419', '#419', '#419', '#419', '#419', '#419', '#34', '#34', '#419', '#419', '#419', '#616', '#616', '#419', '#419', '#535', '#419', '#535', '#535', '#419', '#419', '#872', '#872', '#419', '#419', '#419', '#837', '#837', '#837', '#419', '#419', '#557', '#419', '#557', '#419', '#419', '#419', '#419', '#269', '#269', '#806', '#806', '#419', '#806', '#419', '#600', '#600', '#419', '#600', '#600', '#419', '#419', '#419', '#419', '#419', '#419', '#419', '#419', '#419', '#419', '#477', '#477', '#477', '#419', '#419']"
#322,138,34,"['#419', '#322', '#322', '#322', '#322', '#141', '#322', '#322', '#322', '#322', '#645', '#322', '#645', '#322', '#322', '#41', '#41', '#322', '#41', '#322', '#944', '#322', '#322', '#322', '#322', '#274', '#322', '#274', '#322', '#322', '#285', '#285', '#285', '#285', '#322', '#302', '#302', '#322', '#322', '#322', '#322', '#525', '#322', '#322', '#322', '#322', '#322', '#322', '#426', '#322', '#322', '#282', '#322', '#282', '#322', '#322', '#322', '#322', '#322', '#322', '#738', '#738', '#322', '#738', '#322', '#419', '#322', '#419', '#322', '#322', '#322', '#322', '#322', '#322', '#322', '#322', '#322', '#322', '#322', '#322', '#322', '#322', '#322', '#322', '#322', '#479', '#322', '#322', '#322', '#322', '#322', '#529', '#322', '#529', '#322', '#375', '#322', '#322', '#322', '#375', '#187', '#322', '#322', '#322', '#322', '#322', '#322', '#322', '#322', '#532', '#511', '#511', '#511', '#511', '#322', '#962', '#962', '#322', '#962', '#322', '#540', '#322', '#322', '#540', '#322', '#896', '#322', '#322', '#896', '#322', '#322', '#242', '#322', '#242', '#322', '#322', '#127', '#127', '#322', '#322', '#322', '#624', '#322', '#322', '#322', '#189', '#189', '#322', '#322', '#189', '#322', '#322', '#322', '#322', '#649', '#754', '#322', '#322', '#754', '#322', '#322', '#322', '#891', '#322', '#322', '#83', '#322', '#83', '#322', '#322', '#322', '#322', '#322', '#237', '#322', '#322', '#322', '#322', '#396', '#322', '#322', '#322', '#698', '#322', '#322', '#296', '#322', '#296', '#322', '#296', '#322', '#97', '#322', '#97', '#322', '#322', '#769', '#322', '#769', '#322', '#690', '#690', '#322', '#690', '#322', '#512', '#512', '#322', '#322', '#322']"
#686,121,25,"['#766', '#766', '#766', '#766', '#686', '#768', '#768', '#686', '#768', '#686', '#499', '#686', '#499', '#686', '#686', '#382', '#686', '#382', '#382', '#686', '#686', '#75', '#75', '#75', '#686', '#438', '#438', '#686', '#686', '#686', '#686', '#477', '#477', '#477', '#686', '#751', '#686', '#686', '#686', '#751', '#578', '#578', '#578', '#578', '#686', '#686', '#496', '#686', '#496', '#686', '#831', '#831', '#686', '#831', '#686', '#825', '#686', '#825', '#825', '#686', '#258', '#258', '#258', '#686', '#686', '#439', '#439', '#439', '#439', '#686', '#448', '#448', '#686', '#448', '#686', '#686', '#754', '#754', '#686', '#686', '#959', '#686', '#959', '#959', '#686', '#86', '#686', '#686', '#686', '#686', '#876', '#876', '#686', '#876', '#686', '#534', '#686', '#534', '#686', '#686', '#686', '#686', '#935', '#935', '#686', '#686', '#755', '#755', '#755', '#686', '#686', '#686', '#545', '#545', '#686', '#686', '#686', '#686', '#575', '#686', '#686', '#686', '#686', '#125', '#686', '#226', '#686', '#686', '#226', '#686', '#686', '#696', '#696', '#686', '#686', '#227', '#227', '#227', '#686', '#686', '#233', '#233', '#233', '#686', '#686', '#686', '#686', '#686', '#564', '#686', '#22', '#22', '#22', '#22', '#686', '#686', '#734', '#734', '#686', '#686', '#686', '#747', '#747', '#747', '#686', '#577', '#577', '#686', '#577', '#686', '#686', '#686', '#686', '#455', '#686', '#876', '#876', '#686', '#686', '#686', '#415', '#686', '#686', '#686', '#686', '#686', '#686', '#686', '#686', '#686', '#686', '#779', '#686', '#686', '#686', '#692', '#692', '#692', '#692', '#692', '#686', '#686', '#525', '#686', '#686', '#686', '#175', '#686', '#175', '#686', '#686', '#686', '#686', '#574', '#686', '#686', '#30', '#686', '#30', '#686', '#592', '#686', '#686', '#686', '#686']"
#807,117,25,"['#124', '#807', '#124', '#124', '#807', '#206', '#807', '#206', '#807', '#807', '#807', '#140', '#807', '#140', '#807', '#878', '#807', '#878', '#878', '#807', '#807', '#888', '#807', '#888', '#807', '#807', '#807', '#881', '#881', '#807', '#900', '#807', '#900', '#900', '#807', '#807', '#807', '#807', '#807', '#807', '#807', '#807', '#93', '#807', '#807', '#807', '#152', '#152', '#807', '#807', '#807', '#807', '#719', '#807', '#807', '#872', '#807', '#872', '#807', '#807', '#807', '#409', '#409', '#807', '#807', '#807', '#807', '#74', '#807', '#807', '#807', '#807', '#379', '#807', '#807', '#807', '#807', '#664', '#807', '#807', '#531', '#531', '#531', '#531', '#807', '#807', '#768', '#807', '#768', '#807', '#726', '#807', '#726', '#726', '#807', '#93', '#807', '#93', '#93', '#807', '#925', '#925', '#925', '#925', '#807', '#807', '#807', '#296', '#807', '#807', '#807', '#10', '#10', '#10', '#807', '#807', '#807', '#458', '#458', '#807', '#539', '#807', '#807', '#807', '#807', '#351', '#807', '#351', '#351', '#807', '#70', '#807', '#70', '#70', '#807', '#20', '#807', '#807', '#20', '#807', '#807', '#416', '#416', '#416', '#807', '#952', '#807', '#952', '#952', '#807', '#807', '#491', '#807', '#491', '#491', '#807', '#303', '#807', '#807', '#807', '#807', '#807', '#47', '#47', '#807', '#807', '#516', '#807', '#807', '#807', '#807', '#807', '#807', '#381', '#807', '#797', '#797', '#807', '#807', '#807', '#807', '#807', '#168', '#807', '#807', '#807', '#868', '#868', '#868', '#807', '#927', '#927', '#927', '#927', '#807', '#807', '#807', '#807', '#807', '#807']"
#124,104,23,"['#124', '#807', '#124', '#124', '#807', '#728', '#728', '#728', '#124', '#728', '#374', '#374', '#374', '#124', '#124', '#925', '#925', '#925', '#925', '#124', '#124', '#124', '#124', '#848', '#124', '#124', '#124', '#124', '#808', '#808', '#460', '#124', '#124', '#460', '#124', '#575', '#124', '#124', '#124', '#575', '#124', '#181', '#124', '#124', '#124', '#553', '#553', '#124', '#124', '#553', '#887', '#887', '#124', '#124', '#124', '#269', '#269', '#124', '#269', '#124', '#124', '#836', '#124', '#124', '#836', '#124', '#124', '#124', '#124', '#124', '#977', '#977', '#977', '#977', '#977', '#124', '#195', '#124', '#195', '#124', '#844', '#124', '#124', '#844', '#124', '#506', '#506', '#506', '#506', '#506', '#535', '#535', '#535', '#124', '#535', '#937', '#124', '#124', '#124', '#937', '#124', '#124', '#124', '#148', '#148', '#195', '#195', '#124', '#124', '#124', '#598', '#124', '#124', '#598', '#124', '#391', '#391', '#124', '#391', '#391', '#645', '#645', '#645', '#645', '#124', '#124', '#124', '#124', '#689', '#689', '#463', '#463', '#124', '#463', '#124', '#359', '#124', '#124', '#359', '#124', '#124', '#95', '#124', '#124', '#95', '#124', '#194', '#124', '#124', '#194', '#794', '#124', '#124', '#124', '#794', '#124', '#124', '#124', '#124', '#748', '#223', '#223', '#124', '#223', '#124', '#891', '#124', '#891', '#891', '#124', '#124', '#538', '#124', '#538', '#538', '#760', '#760', '#124', '#124', '#760', '#252', '#124', '#252', '#252', '#252', '#728', '#124', '#728', '#728', '#728', '#124', '#583', '#124', '#583', '#583', '#124', '#565', '#124', '#124', '#124', '#73', '#73', '#124', '#73', '#124', '#921', '#124', '#124', '#921', '#124', '#124', '#640', '#124', '#640', '#640']"
#188,66,11,"['#188', '#633', '#633', '#188', '#633', '#896', '#896', '#188', '#896', '#896', '#534', '#534', '#534', '#188', '#534', '#188', '#188', '#294', '#294', '#188', '#188', '#188', '#869', '#188', '#188', '#178', '#178', '#188', '#178', '#178', '#85', '#188', '#85', '#85', '#85', '#188', '#136', '#188', '#188', '#188', '#379', '#379', '#188', '#188', '#188', '#188', '#188', '#72', '#72', '#72', '#909', '#909', '#188', '#909', '#909', '#188', '#188', '#646', '#188', '#188', '#188', '#188', '#642', '#642', '#188', '#818', '#818', '#188', '#818', '#818', '#188', '#363', '#363', '#363', '#363', '#188', '#745', '#745', '#745', '#188', '#188', '#761', '#761', '#761', '#188', '#188', '#188', '#206', '#206', '#206', '#48', '#188', '#48', '#48', '#48', '#188', '#188', '#188', '#188', '#141', '#122', '#122', '#122', '#122', '#188', '#877', '#188', '#877', '#877', '#188', '#578', '#578', '#578', '#578', '#578', '#188', '#188', '#160', '#160', '#160', '#188', '#188', '#188', '#591', '#591', '#849', '#188', '#188', '#849', '#188', '#188', '#188', '#188', '#377', '#188', '#188', '#196', '#196', '#196', '#196', '#537', '#537', '#188', '#188', '#188', '#188', '#188', '#692', '#692', '#692', '#188', '#188', '#824', '#824', '#824']"
#633,103,24,"['#188', '#633', '#633', '#188', '#633', '#633', '#633', '#205', '#205', '#633', '#557', '#633', '#557', '#557', '#557', '#88', '#633', '#88', '#88', '#88', '#633', '#633', '#805', '#633', '#633', '#107', '#633', '#107', '#107', '#633', '#496', '#633', '#496', '#496', '#496', '#633', '#633', '#633', '#633', '#805', '#872', '#633', '#872', '#633', '#872', '#471', '#633', '#471', '#471', '#633', '#652', '#633', '#652', '#633', '#652', '#633', '#633', '#633', '#918', '#633', '#693', '#633', '#693', '#633', '#633', '#633', '#633', '#970', '#970', '#633', '#633', '#633', '#652', '#652', '#633', '#633', '#633', '#629', '#633', '#633', '#970', '#970', '#970', '#970', '#970', '#633', '#633', '#285', '#633', '#285', '#633', '#203', '#203', '#203', '#633', '#633', '#428', '#633', '#633', '#633', '#633', '#633', '#633', '#243', '#243', '#633', '#633', '#668', '#633', '#668', '#633', '#633', '#393', '#633', '#633', '#560', '#633', '#560', '#633', '#633', '#449', '#633', '#449', '#449', '#449', '#633', '#596', '#633', '#596', '#596', '#237', '#633', '#237', '#633', '#237', '#633', '#633', '#584', '#584', '#633', '#633', '#633', '#992', '#992', '#633', '#633', '#633', '#756', '#633', '#756', '#633', '#633', '#912', '#633', '#633', '#633', '#633', '#279', '#633', '#279', '#301', '#633', '#301', '#301', '#633', '#633', '#633', '#633', '#633', '#633', '#633', '#633', '#75', '#75', '#633', '#523', '#633', '#523', '#523', '#633', '#980', '#633', '#980', '#633', '#633', '#300', '#633', '#633', '#633', '#300']"
#846,74,11,"['#846', '#562', '#562', '#846', '#846', '#957', '#957', '#957', '#957', '#957', '#846', '#846', '#846', '#846', '#846', '#613', '#613', '#613', '#846', '#613', '#517', '#846', '#846', '#517', '#846', '#757', '#757', '#846', '#757', '#846', '#846', '#131', '#846', '#131', '#846', '#846', '#846', '#846', '#421', '#421', '#846', '#605', '#846', '#846', '#605', '#350', '#846', '#350', '#350', '#350', '#747', '#747', '#846', '#846', '#846', '#774', '#774', '#846', '#774', '#774', '#846', '#290', '#290', '#846', '#290', '#268', '#268', '#268', '#846', '#268', '#881', '#846', '#881', '#881', '#881', '#143', '#846', '#143', '#846', '#143', '#846', '#712', '#712', '#712', '#846', '#463', '#463', '#846', '#463', '#463', '#715', '#715', '#715', '#715', '#715', '#198', '#846', '#846', '#846', '#846', '#773', '#773', '#773', '#773', '#773', '#459', '#459', '#459', '#846', '#846', '#968', '#968', '#968', '#968', '#846', '#314', '#314', '#314', '#314', '#846', '#418', '#846', '#418', '#418', '#846', '#886', '#886', '#886', '#886', '#886', '#650', '#846', '#846', '#846', '#650', '#528', '#528', '#846', '#528', '#528', '#846', '#976', '#976', '#976', '#976', '#378', '#378', '#378', '#846', '#378', '#474', '#474', '#474', '#474', '#474', '#846', '#856', '#856', '#846', '#846', '#846', '#846', '#846', '#846', '#50', '#310', '#846', '#846', '#310', '#310', '#8', '#846', '#8', '#846', '#8', '#851', '#851', '#851', '#851', '#851', '#493', '#493', '#493', '#846', '#846', '#708', '#846', '#708', '#708', '#708', '#694', '#694', '#694', '#694', '#694', '#846', '#432', '#432', '#846', '#432', '#846', '#846', '#683', '#683', '#683', '#846', '#575', '#575', '#575', '#846', '#947', '#947', '#947', '#846', '#947']"
