snum,wins,victories,rounds
#123,29,5,"['#123', '#123', '#73', '#73', '#123', '#966', '#966', '#966', '#966', '#966', '#123', '#351', '#351', '#351', '#123', '#123', '#123', '#123', '#71', '#71', '#899', '#123', '#899', '#123', '#899', '#444', '#123', '#123', '#444', '#444', '#123', '#612', '#123', '#612', '#612', '#345', '#123', '#123', '#345', '#123', '#227', '#227', '#123', '#227', '#123', '#123', '#123', '#123', '#123', '#661', '#230', '#230', '#230', '#230', '#230', '#501', '#501', '#123', '#501', '#123', '#123', '#123', '#123', '#587', '#123']"
#714,30,5,"['#714', '#714', '#569', '#714', '#569', '#714', '#714', '#714', '#237', '#714', '#917', '#714', '#714', '#714', '#917', '#714', '#29', '#714', '#29', '#29', '#714', '#714', '#915', '#915', '#915', '#931', '#931', '#931', '#931', '#931', '#714', '#714', '#714', '#714', '#714', '#848', '#714', '#714', '#848', '#848', '#714', '#958', '#958', '#714', '#958', '#393', '#714', '#714', '#393', '#393', '#714', '#714', '#84', '#84', '#714', '#650', '#714', '#714', '#650', '#650']"
#426,21,6,"['#611', '#611', '#426', '#426', '#426', '#57', '#426', '#57', '#426', '#57', '#426', '#426', '#513', '#426', '#513', '#426', '#426', '#466', '#426', '#466', '#735', '#735', '#426', '#426', '#426', '#426', '#684', '#426', '#426', '#684', '#426', '#143', '#426', '#426', '#143', '#361', '#361', '#361', '#426', '#361']"
#435,42,9,"['#861', '#861', '#435', '#435', '#435', '#435', '#716', '#716', '#435', '#716', '#435', '#939', '#435', '#435', '#435', '#435', '#788', '#435', '#435', '#435', '#126', '#435', '#435', '#435', '#435', '#82', '#82', '#82', '#435', '#82', '#435', '#435', '#435', '#435', '#508', '#596', '#596', '#435', '#435', '#596', '#856', '#856', '#435', '#435', '#435', '#435', '#26', '#435', '#435', '#435', '#435', '#435', '#960', '#435', '#960', '#147', '#435', '#435', '#435', '#147', '#435', '#712', '#712', '#435', '#712', '#327', '#327', '#327', '#435', '#327', '#100', '#435', '#100', '#435', '#100']"
#365,30,6,"['#365', '#365', '#853', '#365', '#853', '#622', '#622', '#622', '#622', '#365', '#790', '#790', '#365', '#365', '#365', '#365', '#365', '#835', '#835', '#365', '#703', '#703', '#703', '#365', '#365', '#346', '#346', '#346', '#346', '#365', '#929', '#929', '#929', '#929', '#365', '#142', '#142', '#365', '#365', '#365', '#365', '#588', '#365', '#365', '#365', '#365', '#590', '#590', '#590', '#590', '#365', '#332', '#365', '#332', '#332', '#519', '#519', '#519', '#365', '#519', '#365', '#986', '#986', '#986', '#365', '#297', '#365', '#297', '#365', '#365']"
#280,20,2,"['#280', '#280', '#280', '#280', '#345', '#963', '#280', '#963', '#280', '#963', '#15', '#15', '#15', '#280', '#280', '#280', '#454', '#454', '#454', '#454', '#280', '#280', '#34', '#34', '#280', '#280', '#262', '#262', '#262', '#262', '#539', '#539', '#280', '#539', '#539', '#850', '#850', '#850', '#850', '#280', '#596', '#596', '#280', '#596', '#280', '#31', '#280', '#31', '#280', '#31', '#368', '#368', '#368', '#368', '#280']"
#345,22,3,"['#280', '#280', '#280', '#280', '#345', '#345', '#345', '#667', '#345', '#345', '#345', '#126', '#345', '#345', '#126', '#514', '#514', '#514', '#345', '#345', '#345', '#345', '#951', '#345', '#951', '#345', '#124', '#124', '#345', '#124', '#367', '#345', '#345', '#367', '#367', '#345', '#123', '#123', '#345', '#123', '#345', '#690', '#690', '#690', '#690', '#659', '#659', '#659', '#345', '#345']"
#642,13,2,"['#995', '#642', '#995', '#995', '#995', '#437', '#437', '#642', '#642', '#642', '#529', '#529', '#529', '#642', '#529', '#803', '#803', '#803', '#642', '#803', '#642', '#185', '#642', '#185', '#185', '#888', '#642', '#642', '#888', '#642', '#502', '#642', '#642', '#502', '#502']"
#698,18,3,"['#960', '#698', '#698', '#960', '#960', '#286', '#286', '#698', '#286', '#286', '#698', '#698', '#698', '#685', '#685', '#89', '#89', '#89', '#698', '#698', '#355', '#698', '#698', '#698', '#355', '#698', '#545', '#698', '#545', '#698', '#399', '#399', '#399', '#399', '#399', '#462', '#462', '#698', '#698', '#462', '#198', '#198', '#198', '#198', '#198', '#219', '#219', '#219', '#698', '#698']"
#952,21,3,"['#952', '#45', '#952', '#45', '#45', '#478', '#478', '#952', '#478', '#952', '#379', '#952', '#952', '#952', '#952', '#952', '#431', '#952', '#431', '#431', '#952', '#952', '#952', '#952', '#952', '#952', '#5', '#952', '#952', '#952', '#719', '#719', '#719', '#952', '#952']"
#341,21,4,"['#928', '#928', '#341', '#341', '#341', '#97', '#97', '#341', '#341', '#341', '#341', '#341', '#127', '#341', '#127', '#341', '#341', '#341', '#671', '#341', '#341', '#490', '#341', '#490', '#490', '#341', '#243', '#341', '#243', '#243', '#684', '#684', '#341', '#341', '#684', '#341', '#968', '#968', '#968', '#341']"
#120,29,6,"['#530', '#530', '#530', '#530', '#120', '#279', '#120', '#120', '#279', '#279', '#376', '#376', '#376', '#120', '#376', '#324', '#120', '#120', '#120', '#324', '#120', '#513', '#120', '#513', '#513', '#120', '#395', '#120', '#120', '#395', '#870', '#870', '#870', '#120', '#870', '#397', '#397', '#397', '#120', '#120', '#104', '#104', '#104', '#104', '#104', '#488', '#488', '#488', '#120', '#488', '#120', '#120', '#120', '#554', '#120', '#120', '#120', '#120', '#190', '#190', '#458', '#458', '#120', '#120', '#120', '#120', '#975', '#975', '#120', '#120']"
#313,21,4,"['#313', '#313', '#313', '#502', '#502', '#189', '#189', '#313', '#189', '#313', '#313', '#800', '#313', '#800', '#800', '#313', '#740', '#313', '#313', '#313', '#323', '#323', '#313', '#323', '#323', '#313', '#712', '#313', '#712', '#712', '#313', '#313', '#743', '#313', '#313', '#561', '#313', '#313', '#561', '#313']"
#13,29,6,"['#417', '#417', '#13', '#417', '#13', '#816', '#816', '#13', '#816', '#13', '#240', '#13', '#13', '#240', '#13', '#13', '#573', '#573', '#13', '#13', '#13', '#905', '#13', '#13', '#13', '#13', '#666', '#666', '#666', '#666', '#13', '#41', '#13', '#13', '#13', '#13', '#401', '#13', '#401', '#401', '#13', '#13', '#138', '#13', '#13', '#13', '#13', '#168', '#13', '#13']"
#366,18,2,"['#366', '#791', '#791', '#791', '#366', '#366', '#195', '#366', '#195', '#366', '#892', '#892', '#366', '#366', '#892', '#394', '#366', '#366', '#394', '#394', '#366', '#366', '#224', '#366', '#224', '#411', '#411', '#366', '#366', '#411', '#366', '#34', '#34', '#34', '#366', '#804', '#804', '#366', '#804', '#366']"
#791,14,3,"['#366', '#791', '#791', '#791', '#366', '#266', '#266', '#266', '#791', '#791', '#314', '#314', '#791', '#314', '#314', '#791', '#509', '#791', '#791', '#509', '#791', '#924', '#924', '#791', '#924', '#791', '#791', '#168', '#791', '#168']"
#745,14,2,"['#745', '#745', '#75', '#745', '#745', '#745', '#745', '#403', '#403', '#403', '#912', '#912', '#912', '#745', '#745', '#745', '#745', '#745', '#517', '#517', '#923', '#923', '#923', '#745', '#923', '#317', '#745', '#317', '#317', '#745']"
#901,26,5,"['#901', '#901', '#901', '#901', '#849', '#901', '#901', '#901', '#619', '#901', '#901', '#853', '#901', '#853', '#853', '#764', '#901', '#901', '#764', '#764', '#924', '#901', '#924', '#901', '#901', '#488', '#901', '#901', '#488', '#488', '#1', '#901', '#1', '#1', '#901', '#314', '#901', '#901', '#314', '#901', '#901', '#901', '#901', '#901', '#751']"
#443,15,3,"['#746', '#746', '#443', '#746', '#746', '#443', '#593', '#593', '#443', '#443', '#443', '#579', '#579', '#579', '#579', '#443', '#592', '#443', '#443', '#592', '#443', '#443', '#443', '#443', '#443', '#478', '#443', '#443', '#478', '#478']"
#622,31,6,"['#695', '#622', '#695', '#695', '#622', '#294', '#622', '#622', '#294', '#622', '#622', '#173', '#622', '#173', '#622', '#622', '#622', '#622', '#622', '#365', '#837', '#837', '#837', '#837', '#622', '#622', '#622', '#622', '#712', '#712', '#622', '#492', '#622', '#622', '#622', '#622', '#890', '#890', '#890', '#622', '#622', '#906', '#906', '#622', '#906', '#622', '#778', '#778', '#622', '#622', '#572', '#572', '#572', '#622', '#622', '#299', '#622', '#299', '#299', '#622']"
#834,16,3,"['#834', '#834', '#834', '#834', '#834', '#834', '#834', '#834', '#291', '#834', '#834', '#834', '#378', '#378', '#378', '#834', '#834', '#834', '#903', '#903', '#834', '#834', '#286', '#286', '#286']"
#840,16,2,"['#838', '#838', '#838', '#840', '#840', '#532', '#532', '#840', '#532', '#840', '#840', '#840', '#840', '#840', '#240', '#840', '#872', '#872', '#840', '#840', '#2', '#2', '#840', '#2', '#840', '#723', '#723', '#723', '#723', '#723', '#943', '#943', '#943', '#943', '#840', '#738', '#840', '#738', '#738', '#840']"
#189,24,4,"['#189', '#189', '#313', '#189', '#313', '#189', '#189', '#910', '#910', '#189', '#189', '#256', '#256', '#256', '#189', '#318', '#318', '#318', '#189', '#318', '#660', '#660', '#189', '#189', '#189', '#189', '#161', '#161', '#161', '#189', '#285', '#285', '#285', '#285', '#189', '#189', '#260', '#260', '#260', '#189', '#189', '#543', '#189', '#543', '#189', '#732', '#732', '#189', '#732', '#189', '#514', '#514', '#514', '#189', '#189']"
#107,16,2,"['#999', '#999', '#999', '#999', '#107', '#214', '#107', '#214', '#107', '#214', '#107', '#504', '#504', '#504', '#107', '#168', '#107', '#107', '#107', '#107', '#525', '#525', '#525', '#525', '#107', '#985', '#985', '#985', '#107', '#985', '#333', '#107', '#333', '#333', '#107', '#107', '#107', '#125', '#125', '#107']"
#447,21,3,"['#447', '#373', '#373', '#447', '#373', '#410', '#410', '#447', '#447', '#447', '#216', '#447', '#447', '#216', '#447', '#392', '#392', '#447', '#447', '#392', '#447', '#681', '#681', '#447', '#681', '#872', '#872', '#872', '#447', '#447', '#635', '#447', '#447', '#635', '#447', '#182', '#447', '#182', '#182', '#447', '#447', '#357', '#447', '#357', '#357']"
#855,19,2,"['#289', '#855', '#855', '#289', '#855', '#855', '#829', '#855', '#829', '#829', '#528', '#855', '#855', '#528', '#528', '#855', '#855', '#208', '#208', '#208', '#8', '#855', '#8', '#8', '#8', '#855', '#855', '#911', '#855', '#911', '#621', '#621', '#855', '#621', '#621', '#306', '#306', '#855', '#306', '#855', '#589', '#589', '#589', '#589', '#855', '#855', '#855', '#910', '#910', '#910']"
#498,16,2,"['#205', '#498', '#498', '#205', '#498', '#139', '#498', '#139', '#139', '#498', '#498', '#498', '#498', '#393', '#393', '#534', '#498', '#498', '#534', '#534', '#498', '#141', '#141', '#141', '#141', '#612', '#498', '#612', '#612', '#498', '#498', '#77', '#498', '#77', '#77', '#886', '#886', '#886', '#886', '#498']"
#638,12,2,"['#638', '#806', '#638', '#638', '#638', '#128', '#638', '#128', '#128', '#128', '#482', '#482', '#482', '#482', '#482', '#761', '#761', '#761', '#761', '#761', '#761', '#761', '#638', '#761', '#638', '#638', '#569', '#569', '#569', '#638', '#638', '#918', '#918', '#638', '#638']"
#540,12,2,"['#540', '#109', '#109', '#540', '#109', '#540', '#540', '#592', '#540', '#592', '#425', '#425', '#540', '#540', '#425', '#114', '#114', '#114', '#114', '#114', '#344', '#344', '#540', '#540', '#540', '#540', '#949', '#540', '#949', '#949']"
#122,19,4,"['#122', '#122', '#122', '#776', '#122', '#907', '#907', '#907', '#122', '#122', '#106', '#122', '#122', '#106', '#106', '#122', '#122', '#122', '#353', '#122', '#122', '#122', '#589', '#589', '#122', '#696', '#696', '#122', '#122', '#122', '#999', '#999', '#122', '#999', '#999']"
#168,20,3,"['#568', '#568', '#168', '#168', '#568', '#988', '#168', '#988', '#168', '#988', '#168', '#107', '#107', '#107', '#107', '#33', '#168', '#168', '#168', '#33', '#592', '#168', '#168', '#592', '#168', '#168', '#168', '#168', '#168', '#168', '#791', '#791', '#168', '#791', '#168', '#304', '#304', '#168', '#304', '#304', '#13', '#13', '#168', '#13', '#13']"
#528,33,5,"['#528', '#528', '#238', '#238', '#528', '#528', '#855', '#855', '#528', '#528', '#21', '#528', '#21', '#528', '#528', '#835', '#835', '#835', '#528', '#528', '#528', '#237', '#237', '#237', '#528', '#528', '#432', '#432', '#432', '#528', '#528', '#461', '#528', '#461', '#461', '#939', '#939', '#528', '#939', '#528', '#528', '#528', '#442', '#442', '#442', '#528', '#3', '#3', '#528', '#528', '#170', '#170', '#170', '#170', '#528', '#180', '#528', '#528', '#528', '#528', '#528', '#756', '#756', '#756', '#528', '#528', '#528', '#917', '#917', '#917']"
#628,19,3,"['#628', '#349', '#349', '#628', '#349', '#628', '#22', '#628', '#628', '#628', '#514', '#514', '#514', '#628', '#514', '#628', '#135', '#628', '#135', '#628', '#628', '#590', '#590', '#590', '#628', '#628', '#177', '#628', '#628', '#628', '#832', '#628', '#832', '#832', '#628', '#616', '#616', '#628', '#616', '#616']"
#933,17,4,"['#933', '#688', '#688', '#933', '#933', '#167', '#933', '#167', '#167', '#933', '#933', '#933', '#933', '#523', '#933', '#801', '#801', '#801', '#801', '#801', '#933', '#377', '#933', '#377', '#933', '#378', '#933', '#933', '#933', '#378', '#351', '#933', '#351', '#351', '#933']"
#121,26,5,"['#121', '#121', '#124', '#121', '#124', '#909', '#909', '#909', '#909', '#909', '#121', '#121', '#49', '#121', '#121', '#121', '#121', '#121', '#636', '#636', '#121', '#813', '#813', '#121', '#121', '#519', '#519', '#121', '#121', '#519', '#121', '#121', '#121', '#121', '#686', '#971', '#971', '#971', '#121', '#121', '#323', '#323', '#323', '#121', '#323', '#618', '#618', '#121', '#121', '#618', '#121', '#937', '#937', '#121', '#937']"
#814,21,4,"['#449', '#814', '#814', '#449', '#449', '#814', '#814', '#904', '#814', '#904', '#814', '#479', '#814', '#814', '#479', '#814', '#814', '#221', '#221', '#221', '#814', '#502', '#814', '#502', '#502', '#814', '#814', '#843', '#814', '#843', '#814', '#814', '#432', '#432', '#432', '#814', '#593', '#814', '#814', '#814']"
#748,26,6,"['#748', '#597', '#748', '#597', '#748', '#175', '#748', '#748', '#175', '#748', '#748', '#693', '#693', '#748', '#748', '#335', '#335', '#748', '#335', '#335', '#227', '#227', '#227', '#748', '#748', '#748', '#423', '#748', '#748', '#748', '#852', '#852', '#852', '#852', '#748', '#748', '#748', '#748', '#618', '#748', '#36', '#748', '#36', '#748', '#36', '#637', '#637', '#748', '#748', '#748']"
#173,28,4,"['#622', '#173', '#622', '#173', '#622', '#750', '#173', '#750', '#750', '#173', '#326', '#326', '#173', '#326', '#173', '#173', '#173', '#28', '#173', '#28', '#9', '#9', '#173', '#173', '#173', '#578', '#173', '#578', '#578', '#578', '#173', '#173', '#173', '#173', '#173', '#173', '#607', '#173', '#607', '#173', '#851', '#851', '#851', '#851', '#851', '#62', '#173', '#173', '#62', '#62', '#333', '#333', '#173', '#333', '#333', '#37', '#173', '#37', '#173', '#37', '#173', '#744', '#744', '#173', '#744', '#497', '#497', '#497', '#497', '#497']"
#694,13,2,"['#934', '#934', '#934', '#934', '#934', '#523', '#523', '#523', '#523', '#694', '#694', '#694', '#252', '#694', '#694', '#953', '#953', '#953', '#694', '#953', '#941', '#694', '#694', '#694', '#941', '#6', '#694', '#6', '#694', '#6', '#495', '#495', '#694', '#694', '#495']"
#362,24,5,"['#362', '#362', '#362', '#710', '#710', '#362', '#835', '#835', '#835', '#835', '#158', '#158', '#158', '#158', '#158', '#362', '#53', '#53', '#362', '#53', '#362', '#319', '#362', '#319', '#319', '#362', '#362', '#914', '#362', '#914', '#362', '#362', '#362', '#331', '#362', '#362', '#362', '#130', '#130', '#130', '#362', '#362', '#362', '#362', '#269', '#466', '#362', '#362', '#362', '#466']"
#430,19,4,"['#430', '#430', '#374', '#430', '#374', '#549', '#430', '#549', '#549', '#549', '#430', '#589', '#589', '#430', '#589', '#430', '#48', '#48', '#48', '#48', '#430', '#430', '#821', '#430', '#430', '#430', '#430', '#384', '#430', '#384', '#4', '#4', '#4', '#430', '#430', '#430', '#430', '#683', '#683', '#430']"
#405,14,3,"['#405', '#112', '#405', '#112', '#112', '#233', '#233', '#405', '#233', '#405', '#724', '#724', '#405', '#405', '#405', '#405', '#639', '#405', '#405', '#405', '#405', '#641', '#641', '#405', '#405']"
#16,20,5,"['#16', '#536', '#536', '#16', '#536', '#16', '#146', '#16', '#146', '#16', '#445', '#16', '#16', '#445', '#16', '#16', '#944', '#16', '#944', '#16', '#16', '#16', '#16', '#833', '#16', '#299', '#299', '#16', '#299', '#16', '#52', '#16', '#16', '#52', '#16']"
#536,23,4,"['#16', '#536', '#536', '#16', '#536', '#779', '#779', '#779', '#779', '#779', '#932', '#932', '#536', '#932', '#536', '#536', '#130', '#130', '#536', '#130', '#332', '#536', '#536', '#536', '#536', '#536', '#727', '#536', '#727', '#727', '#19', '#536', '#536', '#536', '#19', '#773', '#536', '#773', '#773', '#773', '#536', '#536', '#536', '#978', '#536', '#536', '#194', '#194', '#536', '#194']"
#95,21,4,"['#182', '#182', '#95', '#182', '#182', '#95', '#95', '#95', '#679', '#95', '#230', '#230', '#95', '#230', '#95', '#188', '#188', '#95', '#95', '#188', '#926', '#926', '#926', '#926', '#95', '#95', '#808', '#95', '#95', '#95', '#95', '#95', '#95', '#95', '#753', '#95', '#2', '#95', '#2', '#95']"
#886,15,4,"['#886', '#886', '#451', '#886', '#451', '#886', '#372', '#372', '#886', '#886', '#886', '#886', '#886', '#886', '#498', '#170', '#886', '#886', '#170', '#886', '#18', '#886', '#886', '#18', '#18']"
#538,19,4,"['#538', '#538', '#57', '#538', '#57', '#41', '#41', '#538', '#41', '#41', '#292', '#292', '#292', '#538', '#538', '#538', '#800', '#538', '#538', '#538', '#894', '#538', '#894', '#538', '#538', '#747', '#747', '#747', '#538', '#747', '#538', '#830', '#538', '#830', '#538', '#995', '#995', '#995', '#995', '#538', '#287', '#287', '#287', '#538', '#287']"
#35,8,1,"['#843', '#35', '#35', '#35', '#35', '#936', '#936', '#936', '#35', '#35', '#914', '#914', '#914', '#914', '#914', '#554', '#35', '#554', '#35', '#554']"
#835,42,9,"['#565', '#835', '#835', '#835', '#835', '#835', '#318', '#835', '#318', '#318', '#362', '#835', '#835', '#835', '#835', '#835', '#835', '#835', '#380', '#835', '#835', '#204', '#835', '#835', '#204', '#850', '#850', '#835', '#850', '#850', '#835', '#835', '#835', '#528', '#528', '#365', '#365', '#835', '#835', '#365', '#835', '#835', '#116', '#116', '#835', '#109', '#109', '#835', '#835', '#835', '#315', '#835', '#835', '#315', '#315', '#252', '#252', '#835', '#835', '#252', '#336', '#336', '#835', '#336', '#336', '#835', '#835', '#835', '#560', '#835', '#835', '#835', '#835', '#835', '#756']"
#677,21,4,"['#677', '#254', '#254', '#254', '#254', '#677', '#891', '#677', '#677', '#677', '#677', '#677', '#677', '#677', '#678', '#265', '#265', '#265', '#677', '#677', '#800', '#677', '#677', '#677', '#677', '#429', '#677', '#429', '#677', '#677', '#677', '#592', '#592', '#592', '#677', '#677', '#344', '#344', '#344', '#344']"
